image,mask,dataset,class,split
BUSI/Dataset_BUSI_with_GT/malignant/malignant (126).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (126)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/benign/benign (166).png,BUSI/Dataset_BUSI_with_GT/benign/benign (166)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (170).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (170)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (78).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (78)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/benign/benign (206).png,BUSI/Dataset_BUSI_with_GT/benign/benign (206)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (122).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (122)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (147).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (147)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (64).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (64)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/benign/benign (286).png,BUSI/Dataset_BUSI_with_GT/benign/benign (286)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (187).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (187)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/benign/benign (84).png,BUSI/Dataset_BUSI_with_GT/benign/benign (84)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (72).png,BUSI/Dataset_BUSI_with_GT/benign/benign (72)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (140).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (140)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/benign/benign (106).png,BUSI/Dataset_BUSI_with_GT/benign/benign (106)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (112).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (112)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/benign/benign (131).png,BUSI/Dataset_BUSI_with_GT/benign/benign (131)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (224).png,BUSI/Dataset_BUSI_with_GT/benign/benign (224)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (327).png,BUSI/Dataset_BUSI_with_GT/benign/benign (327)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (372).png,BUSI/Dataset_BUSI_with_GT/benign/benign (372)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (77).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (77)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (91).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (91)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/benign/benign (430).png,BUSI/Dataset_BUSI_with_GT/benign/benign (430)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (152).png,BUSI/Dataset_BUSI_with_GT/benign/benign (152)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (2).png,BUSI/Dataset_BUSI_with_GT/benign/benign (2)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (85).png,BUSI/Dataset_BUSI_with_GT/benign/benign (85)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (96).png,BUSI/Dataset_BUSI_with_GT/benign/benign (96)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (88).png,BUSI/Dataset_BUSI_with_GT/benign/benign (88)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (335).png,BUSI/Dataset_BUSI_with_GT/benign/benign (335)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (191).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (191)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/benign/benign (367).png,BUSI/Dataset_BUSI_with_GT/benign/benign (367)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (234).png,BUSI/Dataset_BUSI_with_GT/benign/benign (234)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (339).png,BUSI/Dataset_BUSI_with_GT/benign/benign (339)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (208).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (208)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/benign/benign (422).png,BUSI/Dataset_BUSI_with_GT/benign/benign (422)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (3).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (3)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/benign/benign (133).png,BUSI/Dataset_BUSI_with_GT/benign/benign (133)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (213).png,BUSI/Dataset_BUSI_with_GT/benign/benign (213)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (376).png,BUSI/Dataset_BUSI_with_GT/benign/benign (376)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (278).png,BUSI/Dataset_BUSI_with_GT/benign/benign (278)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (415).png,BUSI/Dataset_BUSI_with_GT/benign/benign (415)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (89).png,BUSI/Dataset_BUSI_with_GT/benign/benign (89)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (230).png,BUSI/Dataset_BUSI_with_GT/benign/benign (230)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (55).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (55)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (89).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (89)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/benign/benign (83).png,BUSI/Dataset_BUSI_with_GT/benign/benign (83)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (31).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (31)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/benign/benign (231).png,BUSI/Dataset_BUSI_with_GT/benign/benign (231)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (188).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (188)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/benign/benign (412).png,BUSI/Dataset_BUSI_with_GT/benign/benign (412)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (392).png,BUSI/Dataset_BUSI_with_GT/benign/benign (392)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (127).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (127)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/benign/benign (21).png,BUSI/Dataset_BUSI_with_GT/benign/benign (21)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (196).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (196)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/benign/benign (186).png,BUSI/Dataset_BUSI_with_GT/benign/benign (186)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (228).png,BUSI/Dataset_BUSI_with_GT/benign/benign (228)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (314).png,BUSI/Dataset_BUSI_with_GT/benign/benign (314)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (60).png,BUSI/Dataset_BUSI_with_GT/benign/benign (60)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (111).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (111)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/benign/benign (187).png,BUSI/Dataset_BUSI_with_GT/benign/benign (187)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (433).png,BUSI/Dataset_BUSI_with_GT/benign/benign (433)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (391).png,BUSI/Dataset_BUSI_with_GT/benign/benign (391)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (350).png,BUSI/Dataset_BUSI_with_GT/benign/benign (350)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (363).png,BUSI/Dataset_BUSI_with_GT/benign/benign (363)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (328).png,BUSI/Dataset_BUSI_with_GT/benign/benign (328)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (66).png,BUSI/Dataset_BUSI_with_GT/benign/benign (66)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (209).png,BUSI/Dataset_BUSI_with_GT/benign/benign (209)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (264).png,BUSI/Dataset_BUSI_with_GT/benign/benign (264)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (281).png,BUSI/Dataset_BUSI_with_GT/benign/benign (281)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (10).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (10)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/benign/benign (390).png,BUSI/Dataset_BUSI_with_GT/benign/benign (390)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (320).png,BUSI/Dataset_BUSI_with_GT/benign/benign (320)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (8).png,BUSI/Dataset_BUSI_with_GT/benign/benign (8)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (156).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (156)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (143).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (143)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (189).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (189)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (82).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (82)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (29).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (29)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (124).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (124)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/benign/benign (211).png,BUSI/Dataset_BUSI_with_GT/benign/benign (211)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (68).png,BUSI/Dataset_BUSI_with_GT/benign/benign (68)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (70).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (70)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (150).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (150)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/benign/benign (30).png,BUSI/Dataset_BUSI_with_GT/benign/benign (30)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (407).png,BUSI/Dataset_BUSI_with_GT/benign/benign (407)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (147).png,BUSI/Dataset_BUSI_with_GT/benign/benign (147)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (297).png,BUSI/Dataset_BUSI_with_GT/benign/benign (297)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (215).png,BUSI/Dataset_BUSI_with_GT/benign/benign (215)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (43).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (43)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (180).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (180)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/benign/benign (267).png,BUSI/Dataset_BUSI_with_GT/benign/benign (267)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (46).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (46)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (100).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (100)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (131).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (131)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/benign/benign (19).png,BUSI/Dataset_BUSI_with_GT/benign/benign (19)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (139).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (139)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/benign/benign (53).png,BUSI/Dataset_BUSI_with_GT/benign/benign (53)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (80).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (80)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/benign/benign (364).png,BUSI/Dataset_BUSI_with_GT/benign/benign (364)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (34).png,BUSI/Dataset_BUSI_with_GT/benign/benign (34)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (145).png,BUSI/Dataset_BUSI_with_GT/benign/benign (145)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (102).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (102)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (152).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (152)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/benign/benign (20).png,BUSI/Dataset_BUSI_with_GT/benign/benign (20)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (260).png,BUSI/Dataset_BUSI_with_GT/benign/benign (260)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (159).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (159)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (207).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (207)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (181).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (181)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (176).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (176)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/benign/benign (435).png,BUSI/Dataset_BUSI_with_GT/benign/benign (435)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (382).png,BUSI/Dataset_BUSI_with_GT/benign/benign (382)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (121).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (121)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/benign/benign (235).png,BUSI/Dataset_BUSI_with_GT/benign/benign (235)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (253).png,BUSI/Dataset_BUSI_with_GT/benign/benign (253)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (309).png,BUSI/Dataset_BUSI_with_GT/benign/benign (309)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (375).png,BUSI/Dataset_BUSI_with_GT/benign/benign (375)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (166).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (166)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/benign/benign (247).png,BUSI/Dataset_BUSI_with_GT/benign/benign (247)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (385).png,BUSI/Dataset_BUSI_with_GT/benign/benign (385)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (221).png,BUSI/Dataset_BUSI_with_GT/benign/benign (221)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (75).png,BUSI/Dataset_BUSI_with_GT/benign/benign (75)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (33).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (33)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/benign/benign (277).png,BUSI/Dataset_BUSI_with_GT/benign/benign (277)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (421).png,BUSI/Dataset_BUSI_with_GT/benign/benign (421)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (331).png,BUSI/Dataset_BUSI_with_GT/benign/benign (331)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (308).png,BUSI/Dataset_BUSI_with_GT/benign/benign (308)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (183).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (183)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/benign/benign (202).png,BUSI/Dataset_BUSI_with_GT/benign/benign (202)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (207).png,BUSI/Dataset_BUSI_with_GT/benign/benign (207)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (106).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (106)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/benign/benign (353).png,BUSI/Dataset_BUSI_with_GT/benign/benign (353)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (44).png,BUSI/Dataset_BUSI_with_GT/benign/benign (44)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (51).png,BUSI/Dataset_BUSI_with_GT/benign/benign (51)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (300).png,BUSI/Dataset_BUSI_with_GT/benign/benign (300)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (69).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (69)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (179).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (179)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (130).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (130)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/benign/benign (411).png,BUSI/Dataset_BUSI_with_GT/benign/benign (411)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (160).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (160)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (9).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (9)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (53).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (53)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (198).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (198)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/benign/benign (176).png,BUSI/Dataset_BUSI_with_GT/benign/benign (176)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (317).png,BUSI/Dataset_BUSI_with_GT/benign/benign (317)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (242).png,BUSI/Dataset_BUSI_with_GT/benign/benign (242)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (130).png,BUSI/Dataset_BUSI_with_GT/benign/benign (130)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (252).png,BUSI/Dataset_BUSI_with_GT/benign/benign (252)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (2).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (2)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (192).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (192)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (63).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (63)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/benign/benign (185).png,BUSI/Dataset_BUSI_with_GT/benign/benign (185)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (315).png,BUSI/Dataset_BUSI_with_GT/benign/benign (315)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (12).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (12)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (68).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (68)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/benign/benign (285).png,BUSI/Dataset_BUSI_with_GT/benign/benign (285)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (59).png,BUSI/Dataset_BUSI_with_GT/benign/benign (59)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (63).png,BUSI/Dataset_BUSI_with_GT/benign/benign (63)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (193).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (193)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/benign/benign (295).png,BUSI/Dataset_BUSI_with_GT/benign/benign (295)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (102).png,BUSI/Dataset_BUSI_with_GT/benign/benign (102)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (32).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (32)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/benign/benign (188).png,BUSI/Dataset_BUSI_with_GT/benign/benign (188)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (71).png,BUSI/Dataset_BUSI_with_GT/benign/benign (71)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (158).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (158)_mask.png,BUSI,malignant,train
BUSI/Dataset_BUSI_with_GT/benign/benign (141).png,BUSI/Dataset_BUSI_with_GT/benign/benign (141)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (128).png,BUSI/Dataset_BUSI_with_GT/benign/benign (128)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (28).png,BUSI/Dataset_BUSI_with_GT/benign/benign (28)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (22).png,BUSI/Dataset_BUSI_with_GT/benign/benign (22)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/benign/benign (123).png,BUSI/Dataset_BUSI_with_GT/benign/benign (123)_mask.png,BUSI,benign,train
BUSI/Dataset_BUSI_with_GT/malignant/malignant (54).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (54)_mask.png,BUSI,malignant,train
